Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
46857-RAJ,Male,29,Yes,Rajshahi,8,6,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,712.5,27042.0,0.0,0.0,1125.75,28167.75,Stayed,Not Applicable,Not Applicable
74575-BAR,Female,81,Yes,Barishal,0,13,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,783.0,48037.5,0.0,0.0,16062.83,64100.32,Churned,Competitor,Competitor had better devices
33278-RAJ,Female,50,Yes,Rajshahi,13,36,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,591.75,10117.12,0.0,0.0,2696.62,12813.75,Stayed,Not Applicable,Not Applicable
94901-BAR,Male,36,Yes,Barishal,5,32,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,546.0,24370.5,0.0,0.0,14179.5,38550.0,Stayed,Not Applicable,Not Applicable
44243-RAJ,Male,53,Yes,Rajshahi,0,11,No Deal,Yes,Yes,Yes,Mobile Broadband,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,403.5,2129.62,0.0,75.0,1852.5,4057.13,Stayed,Not Applicable,Not Applicable
46868-RAN,Male,63,No,Rangpur,2,31,Deal 3,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,592.12,19854.0,0.0,0.0,902.7,20756.7,Stayed,Not Applicable,Not Applicable
84798-BAR,Female,59,No,Barishal,1,6,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,600.38,10092.38,0.0,0.0,5732.4,15824.77,Stayed,Not Applicable,Not Applicable
34319-DHK,Female,82,Yes,Dhaka,3,17,No Deal,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,409.12,6188.25,0.0,0.0,4263.6,10451.85,Stayed,Not Applicable,Not Applicable
91670-DHK,Female,75,Yes,Dhaka,10,32,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,568.12,4546.88,0.0,0.0,828.0,5374.88,Churned,Competitor,Competitor offered more data
87963-DHK,Male,27,No,Dhaka,4,10,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,835.88,39863.25,0.0,0.0,8049.6,47912.85,Stayed,Not Applicable,Not Applicable
79427-CTG,Female,50,Yes,Chattogram,10,1,Deal 2,No,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,448.88,26926.5,0.0,0.0,0.0,26926.5,Stayed,Not Applicable,Not Applicable
27136-SYL,Female,52,Yes,Sylhet,3,24,Deal 3,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,598.88,15115.12,0.0,0.0,5026.88,20142.0,Churned,Competitor,Competitor made better offer
55127-DHK,Male,70,No,Dhaka,0,30,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,810.75,58305.38,0.0,0.0,14509.8,72815.18,Stayed,Not Applicable,Not Applicable
81349-KHU,Male,72,No,Khulna,14,19,Deal 1,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,771.38,52325.62,0.0,450.0,5756.85,58532.47,Stayed,Not Applicable,Not Applicable
97246-DHK,Female,33,Yes,Dhaka,10,2,No Deal,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,535.12,21354.0,0.0,0.0,8742.0,30096.0,Stayed,Not Applicable,Not Applicable
77392-KHU,Female,74,Yes,Khulna,3,11,No Deal,No,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,339.38,24483.38,0.0,0.0,0.0,24483.38,Churned,Attitude,Attitude of service provider
96782-DHK,Female,59,Yes,Dhaka,11,23,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,-67.5,3042.0,0.0,0.0,4548.82,7590.82,Stayed,Not Applicable,Not Applicable
79111-SYL,Female,71,Yes,Sylhet,10,7,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,642.75,23783.62,0.0,0.0,12934.27,36717.9,Churned,Competitor,Competitor offered higher download speeds
88195-KHU,Female,58,No,Khulna,5,24,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,521.25,25636.5,42.98,0.0,10140.0,35733.53,Stayed,Not Applicable,Not Applicable
69387-RAN,Female,36,No,Rangpur,2,29,No Deal,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,453.75,27708.38,0.0,0.0,19458.0,47166.38,Stayed,Not Applicable,Not Applicable
13642-KHU,Female,24,No,Khulna,8,9,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,153.38,1217.25,0.0,0.0,2112.6,3329.85,Stayed,Not Applicable,Not Applicable
78909-KHU,Female,74,No,Khulna,5,30,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,772.5,33107.25,0.0,0.0,5621.18,38728.43,Churned,Competitor,Competitor had better devices
48067-DHK,Male,33,Yes,Dhaka,8,26,Deal 4,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,466.88,4597.12,0.0,0.0,573.75,5170.88,Stayed,Not Applicable,Not Applicable
64905-DHK,Female,64,No,Dhaka,11,27,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,789.75,9567.38,0.0,0.0,1526.4,11093.78,Stayed,Not Applicable,Not Applicable
29403-DHK,Male,59,Yes,Dhaka,14,23,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,527.62,19146.75,0.0,0.0,8003.1,27149.85,Stayed,Not Applicable,Not Applicable
65731-MYM,Male,40,Yes,Mymensingh,10,12,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,595.5,31788.38,0.0,0.0,5548.12,37336.5,Stayed,Not Applicable,Not Applicable
28594-KHU,Female,59,Yes,Khulna,7,20,Deal 2,Yes,No,Yes,Mobile Broadband,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,444.75,24557.62,0.0,0.0,8058.38,32616.0,Stayed,Not Applicable,Not Applicable
94746-MYM,Female,46,Yes,Mymensingh,3,7,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,524.62,524.62,0.0,0.0,206.85,731.48,Churned,Other,Moved
39810-RAN,Female,72,No,Rangpur,12,23,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,678.75,9008.62,223.8,1050.0,2545.72,12380.55,Churned,Competitor,Competitor had better devices
84823-SYL,Male,33,Yes,Sylhet,11,22,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,638.25,27466.88,0.0,225.0,803.02,28494.9,Stayed,Not Applicable,Not Applicable
64312-MYM,Female,27,No,Mymensingh,4,35,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mobile Banking (bKash/Nagad),148.12,8431.5,0.0,0.0,6871.65,15303.15,Stayed,Not Applicable,Not Applicable
44208-RAJ,Female,25,Yes,Rajshahi,2,20,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,518.62,1762.5,0.0,0.0,546.3,2308.8,Joined,Not Applicable,Not Applicable
29682-BAR,Female,40,Yes,Barishal,15,25,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,698.62,47761.5,0.0,675.0,8743.5,57180.0,Stayed,Not Applicable,Not Applicable
89356-DHK,Male,50,Yes,Dhaka,11,13,No Deal,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,178.88,12540.75,0.0,0.0,11283.67,23824.43,Stayed,Not Applicable,Not Applicable
49835-RAJ,Male,49,No,Rajshahi,0,7,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,537.0,31726.88,341.55,0.0,17647.95,49033.28,Stayed,Not Applicable,Not Applicable
59762-CTG,Male,67,Yes,Chattogram,8,3,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,-30.0,12478.12,0.0,0.0,5964.75,18442.88,Stayed,Not Applicable,Not Applicable
52378-CTG,Male,58,Yes,Chattogram,7,13,Deal 2,Yes,Yes,Yes,Mobile Broadband,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mobile Banking (bKash/Nagad),671.62,37592.62,228.38,0.0,4001.4,41365.65,Stayed,Not Applicable,Not Applicable
58332-DHK,Male,35,No,Dhaka,12,1,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,148.5,9834.75,0.0,0.0,2371.8,12206.55,Stayed,Not Applicable,Not Applicable
69777-KHU,Female,59,Yes,Khulna,7,3,Deal 3,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,144.0,5271.75,0.0,0.0,5553.9,10825.65,Stayed,Not Applicable,Not Applicable
58581-KHU,Male,50,No,Khulna,6,7,No Deal,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,513.0,36415.12,0.0,0.0,8618.4,45033.53,Stayed,Not Applicable,Not Applicable
61730-RAJ,Female,67,No,Rajshahi,1,21,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,588.75,42016.88,0.0,0.0,17479.8,59496.68,Stayed,Not Applicable,Not Applicable
71771-CTG,Female,23,No,Chattogram,11,9,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,571.12,14947.12,0.0,0.0,4063.12,19010.25,Stayed,Not Applicable,Not Applicable
24054-CTG,Female,21,Yes,Chattogram,6,3,Deal 4,No,No,Yes,Mobile Broadband,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,373.88,4628.62,0.0,0.0,0.0,4628.62,Stayed,Not Applicable,Not Applicable
98785-RAJ,Male,52,Yes,Rajshahi,2,27,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,862.12,57834.38,0.0,0.0,7680.75,65515.12,Stayed,Not Applicable,Not Applicable
42776-KHU,Male,44,No,Khulna,7,2,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,558.75,558.75,0.0,0.0,273.3,832.05,Churned,Attitude,Attitude of service provider
86378-RAN,Female,56,Yes,Rangpur,7,4,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,768.38,768.38,0.0,0.0,194.1,962.48,Churned,Attitude,Attitude of service provider
63087-BAR,Female,59,No,Barishal,2,26,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,778.88,16612.5,0.0,0.0,2502.68,19115.17,Stayed,Not Applicable,Not Applicable
85248-KHU,Female,35,Yes,Khulna,4,11,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,758.62,49787.62,0.0,225.0,13317.6,63330.23,Stayed,Not Applicable,Not Applicable
39819-KHU,Female,24,Yes,Khulna,4,5,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,489.38,10813.5,0.0,0.0,287.1,11100.6,Stayed,Not Applicable,Not Applicable
85604-CTG,Female,61,Yes,Chattogram,14,15,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,716.25,46153.88,0.0,600.0,13494.0,60247.88,Stayed,Not Applicable,Not Applicable
22270-RAJ,Female,51,Yes,Rajshahi,2,28,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Mobile Banking (bKash/Nagad),144.75,5666.25,0.0,0.0,9299.55,14965.8,Stayed,Not Applicable,Not Applicable
58154-KHU,Male,58,Yes,Khulna,11,1,No Deal,No,No,Yes,Mobile Broadband,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,407.25,17928.38,0.0,0.0,0.0,17928.38,Stayed,Not Applicable,Not Applicable
85963-CTG,Male,64,Yes,Chattogram,4,12,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,146.62,933.38,0.0,0.0,330.75,1264.12,Stayed,Not Applicable,Not Applicable
78511-DHK,Female,54,Yes,Dhaka,7,16,No Deal,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,519.0,35037.38,0.0,0.0,23848.65,58886.03,Stayed,Not Applicable,Not Applicable
25912-CTG,Male,35,No,Chattogram,7,2,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,592.5,1077.38,0.0,0.0,729.9,1807.28,Churned,Attitude,Attitude of support person
73945-KHU,Male,42,No,Khulna,2,18,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,787.12,56582.25,190.65,0.0,18322.2,74713.8,Stayed,Not Applicable,Not Applicable
75526-CTG,Male,47,No,Chattogram,12,27,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,154.5,6204.75,0.0,0.0,6867.0,13071.75,Stayed,Not Applicable,Not Applicable
51140-MYM,Male,80,Yes,Mymensingh,9,4,Deal 5,Yes,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,519.38,519.38,0.0,0.0,222.6,741.98,Churned,Attitude,Attitude of support person
33781-CTG,Male,72,No,Chattogram,15,16,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,526.5,6260.25,0.0,0.0,2014.65,8274.9,Stayed,Not Applicable,Not Applicable
31596-CTG,Male,21,No,Chattogram,2,11,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,791.25,52392.38,0.0,0.0,16643.25,69035.62,Churned,Competitor,Competitor had better devices
38153-DHK,Female,52,Yes,Dhaka,9,27,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,782.25,53913.75,0.0,225.0,2866.5,57005.25,Stayed,Not Applicable,Not Applicable
36312-DHK,Male,22,Yes,Dhaka,4,10,Deal 4,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,711.75,7866.37,0.0,0.0,3016.5,10882.88,Churned,Competitor,Competitor had better devices
59659-RAN,Male,74,No,Rangpur,8,25,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,756.0,756.0,0.0,0.0,130.12,886.12,Churned,Attitude,Attitude of service provider
19901-CTG,Male,30,No,Chattogram,12,32,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,146.25,5986.5,0.0,0.0,12155.48,18141.97,Stayed,Not Applicable,Not Applicable
86553-CTG,Male,25,No,Chattogram,10,6,No Deal,Yes,No,Yes,Mobile Broadband,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,527.25,12798.38,0.0,0.0,8022.6,20820.98,Stayed,Not Applicable,Not Applicable
83811-KHU,Female,44,No,Khulna,2,35,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,706.5,1256.25,0.0,0.0,281.85,1538.1,Churned,Other,Don't know
98013-BAR,Female,23,No,Barishal,13,10,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,156.38,471.75,0.0,0.0,1196.7,1668.45,Stayed,Not Applicable,Not Applicable
73201-DHK,Male,78,Yes,Dhaka,9,28,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,711.0,11729.25,0.0,0.0,5921.1,17650.35,Stayed,Not Applicable,Not Applicable
52568-DHK,Male,41,Yes,Dhaka,15,5,No Deal,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mobile Banking (bKash/Nagad),193.12,12646.12,0.0,0.0,13683.3,26329.43,Stayed,Not Applicable,Not Applicable
52216-CTG,Male,27,No,Chattogram,11,33,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,663.38,2779.88,0.0,0.0,1474.2,4254.08,Churned,Other,Don't know
11370-KHU,Female,21,No,Khulna,15,10,Deal 4,Yes,No,Yes,Mobile Broadband,No,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,443.25,5796.38,0.0,0.0,3571.05,9367.42,Stayed,Not Applicable,Not Applicable
21218-BAR,Male,42,No,Barishal,0,11,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,768.0,48330.38,0.0,0.0,8386.88,56717.25,Stayed,Not Applicable,Not Applicable
36627-CTG,Female,36,Yes,Chattogram,5,32,Deal 2,No,No,Yes,Mobile Broadband,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,255.0,11290.12,369.15,0.0,0.0,10920.98,Stayed,Not Applicable,Not Applicable
27523-DHK,Female,53,Yes,Dhaka,12,4,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,630.0,42856.88,0.0,0.0,3078.9,45935.78,Stayed,Not Applicable,Not Applicable
81710-KHU,Male,73,No,Khulna,7,2,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,760.12,5853.75,0.0,0.0,2638.8,8492.55,Churned,Attitude,Attitude of support person
91510-RAN,Female,20,No,Rangpur,2,2,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,142.5,550.88,0.0,0.0,251.4,802.27,Stayed,Not Applicable,Not Applicable
47692-MYM,Male,76,Yes,Mymensingh,10,2,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mobile Banking (bKash/Nagad),561.38,1173.0,0.0,0.0,681.15,1854.15,Churned,Competitor,Competitor made better offer
65493-CTG,Female,18,Yes,Chattogram,10,6,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,148.12,148.12,0.0,0.0,219.97,368.1,Churned,Competitor,Competitor made better offer
21544-CTG,Male,56,Yes,Chattogram,3,16,No Deal,No,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,365.62,3316.5,0.0,75.0,0.0,3391.5,Churned,Price,Lack of affordable download/upload speed
87091-SYL,Female,73,Yes,Sylhet,14,36,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,748.12,13771.88,0.0,0.0,3411.45,17183.33,Churned,Attitude,Attitude of support person
28999-KHU,Female,50,No,Khulna,3,16,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,657.38,20748.0,359.02,1125.0,1488.0,23001.97,Stayed,Not Applicable,Not Applicable
68132-KHU,Male,52,Yes,Khulna,12,19,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,146.62,6149.62,0.0,0.0,4742.1,10891.73,Stayed,Not Applicable,Not Applicable
16274-SYL,Male,23,Yes,Sylhet,14,1,No Deal,No,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,189.75,189.75,0.0,75.0,0.0,264.75,Churned,Competitor,Competitor made better offer
32375-DHK,Female,23,Yes,Dhaka,1,3,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mobile Banking (bKash/Nagad),156.75,156.75,0.0,0.0,76.58,233.32,Joined,Not Applicable,Not Applicable
74233-KHU,Male,29,No,Khulna,5,6,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,153.38,3955.12,0.0,0.0,1076.4,5031.52,Stayed,Not Applicable,Not Applicable
28237-CTG,Female,52,No,Chattogram,7,9,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,523.88,1498.88,0.0,0.0,782.1,2280.97,Joined,Not Applicable,Not Applicable
21642-RAJ,Male,60,Yes,Rajshahi,12,29,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,408.75,408.75,0.0,0.0,249.08,657.82,Joined,Not Applicable,Not Applicable
56072-CTG,Male,48,No,Chattogram,6,29,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,580.5,31169.62,0.0,0.0,18901.12,50070.75,Stayed,Not Applicable,Not Applicable
36618-RAJ,Female,83,No,Rajshahi,14,11,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,639.0,29770.12,0.0,0.0,5932.57,35702.7,Churned,Price,Price too high
52627-CTG,Female,61,No,Chattogram,14,8,No Deal,Yes,Yes,Yes,Mobile Broadband,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,642.0,6103.88,0.0,0.0,2257.5,8361.38,Churned,Competitor,Competitor offered more data
43991-KHU,Female,52,No,Khulna,6,25,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Mobile Banking (bKash/Nagad),378.38,378.38,0.0,0.0,72.98,451.35,Churned,Competitor,Competitor made better offer
49360-CTG,Male,77,No,Chattogram,12,15,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,778.12,31413.0,0.0,0.0,8562.0,39975.0,Stayed,Not Applicable,Not Applicable
93621-RAN,Female,59,Yes,Rangpur,1,36,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,669.0,41254.5,0.0,0.0,6642.9,47897.4,Stayed,Not Applicable,Not Applicable
46081-KHU,Male,41,Yes,Khulna,14,29,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,338.62,338.62,0.0,0.0,317.55,656.17,Joined,Not Applicable,Not Applicable
48378-CTG,Male,56,Yes,Chattogram,4,2,No Deal,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,407.62,18451.12,0.0,0.0,15594.0,34045.12,Churned,Dissatisfaction,Network reliability
33437-SYL,Female,34,No,Sylhet,13,35,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,522.38,522.38,0.0,0.0,215.25,737.62,Churned,Dissatisfaction,Network reliability
12510-DHK,Male,44,Yes,Dhaka,14,33,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,841.88,60312.38,0.0,0.0,6296.4,66608.77,Stayed,Not Applicable,Not Applicable
66749-CTG,Female,42,Yes,Chattogram,10,31,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,153.38,1881.0,0.0,0.0,1375.28,3256.28,Stayed,Not Applicable,Not Applicable
97949-MYM,Male,28,Yes,Mymensingh,15,20,Deal 3,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,150.75,3645.38,0.0,0.0,856.88,4502.25,Stayed,Not Applicable,Not Applicable
67762-BAR,Male,80,Yes,Barishal,4,27,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,704.25,13079.25,0.0,0.0,259.2,13338.45,Stayed,Not Applicable,Not Applicable
57292-RAJ,Female,46,No,Rajshahi,5,19,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,153.38,9730.12,0.0,0.0,869.55,10599.67,Stayed,Not Applicable,Not Applicable
63125-SYL,Female,50,No,Sylhet,6,33,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,337.88,18469.5,0.0,0.0,13860.0,32329.5,Stayed,Not Applicable,Not Applicable
