Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Predicted_Status,Churn_Probability
77658-RAJ,Male,44,No,Rajshahi,0,4,Deal 5,No,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,183.0,183.0,0.0,0.0,0.0,183.0,Joined,Not Applicable,Not Applicable,Likely to Churn,96.23
13123-CTG,Female,46,No,Chattogram,13,18,Deal 5,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,751.5,1488.75,0.0,75.0,338.4,1902.15,Joined,Not Applicable,Not Applicable,Likely to Churn,94.57
42864-MYM,Female,29,No,Mymensingh,2,10,Deal 5,No,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mobile Banking (bKash/Nagad),226.88,478.12,0.0,0.0,0.0,478.12,Joined,Not Applicable,Not Applicable,Likely to Churn,91.16
51751-RAJ,Female,62,No,Rajshahi,9,25,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,526.12,928.5,0.0,0.0,506.25,1434.75,Joined,Not Applicable,Not Applicable,Likely to Churn,95.85
76419-KHU,Male,46,Yes,Khulna,14,28,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,711.75,2049.0,0.0,0.0,66.83,2115.83,Joined,Not Applicable,Not Applicable,Likely to Churn,90.3
39332-RAJ,Female,44,Yes,Rajshahi,6,8,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,604.12,604.12,0.0,450.0,44.47,1098.6,Joined,Not Applicable,Not Applicable,Likely to Churn,97.98
49304-KHU,Female,32,Yes,Khulna,6,33,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,373.5,373.5,0.0,0.0,29.78,403.28,Joined,Not Applicable,Not Applicable,Likely to Churn,97.87
31129-RAJ,Male,68,No,Rajshahi,15,15,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,527.62,527.62,0.0,75.0,108.15,710.77,Joined,Not Applicable,Not Applicable,Likely to Churn,98.66
99475-KHU,Male,22,Yes,Khulna,11,11,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,386.62,796.5,0.0,0.0,279.15,1075.65,Joined,Not Applicable,Not Applicable,Likely to Churn,78.15
55831-KHU,Male,43,No,Khulna,11,13,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mobile Banking (bKash/Nagad),149.62,437.25,0.0,0.0,115.88,553.12,Joined,Not Applicable,Not Applicable,Likely to Churn,87.04
92228-CTG,Female,22,Yes,Chattogram,10,9,No Deal,No,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,188.62,188.62,0.0,0.0,0.0,188.62,Joined,Not Applicable,Not Applicable,Likely to Churn,95.11
37131-DHK,Male,52,No,Dhaka,6,2,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,669.38,669.38,0.0,0.0,124.8,794.17,Joined,Not Applicable,Not Applicable,Likely to Churn,98.94
17597-BAR,Female,33,Yes,Barishal,2,6,Deal 5,No,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,223.88,223.88,0.0,0.0,0.0,223.88,Joined,Not Applicable,Not Applicable,Likely to Churn,96.91
82427-DHK,Male,36,No,Dhaka,15,28,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,146.62,146.62,0.0,0.0,134.55,281.18,Joined,Not Applicable,Not Applicable,Likely to Churn,96.64
28378-SYL,Female,65,No,Sylhet,12,1,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,145.88,145.88,0.0,0.0,349.43,495.3,Joined,Not Applicable,Not Applicable,Likely to Churn,98.4
18027-DHK,Female,58,Yes,Dhaka,15,30,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,149.25,252.75,0.0,0.0,57.3,310.05,Joined,Not Applicable,Not Applicable,Likely to Churn,95.29
28398-RAJ,Male,59,Yes,Rajshahi,3,23,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,150.0,150.0,0.0,0.0,194.92,344.93,Joined,Not Applicable,Not Applicable,Likely to Churn,97.06
13946-BAR,Female,41,Yes,Barishal,1,3,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,147.38,147.38,0.0,0.0,177.53,324.9,Joined,Not Applicable,Not Applicable,Likely to Churn,97.02
38577-CTG,Female,30,Yes,Chattogram,6,36,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,333.75,675.38,0.0,0.0,463.05,1138.42,Joined,Not Applicable,Not Applicable,Likely to Churn,92.14
83736-DHK,Male,43,Yes,Dhaka,1,25,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,340.12,340.12,0.0,0.0,93.45,433.58,Joined,Not Applicable,Not Applicable,Likely to Churn,97.84
51657-KHU,Male,54,No,Khulna,13,16,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,156.38,454.88,0.0,0.0,440.55,895.42,Joined,Not Applicable,Not Applicable,Likely to Churn,71.46
22782-MYM,Female,50,Yes,Mymensingh,2,28,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,144.75,410.25,0.0,0.0,227.93,638.18,Joined,Not Applicable,Not Applicable,Likely to Churn,87.45
61331-RAN,Male,36,Yes,Rangpur,2,10,Deal 5,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,380.62,380.62,0.0,0.0,343.28,723.9,Joined,Not Applicable,Not Applicable,Likely to Churn,96.84
83440-RAN,Male,53,No,Rangpur,4,14,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,150.0,372.38,0.0,0.0,698.85,1071.23,Joined,Not Applicable,Not Applicable,Likely to Churn,81.01
23078-DHK,Female,57,Yes,Dhaka,3,24,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,152.25,152.25,0.0,0.0,49.8,202.05,Joined,Not Applicable,Not Applicable,Likely to Churn,95.31
53350-RAJ,Male,37,Yes,Rajshahi,6,22,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,558.75,1630.88,0.0,0.0,156.82,1787.7,Joined,Not Applicable,Not Applicable,Likely to Churn,90.3
85027-KHU,Male,57,No,Khulna,14,27,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,148.12,148.12,0.0,0.0,12.08,160.2,Joined,Not Applicable,Not Applicable,Likely to Churn,95.09
53449-DHK,Female,52,No,Dhaka,8,17,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,149.25,149.25,0.0,0.0,17.85,167.1,Joined,Not Applicable,Not Applicable,Likely to Churn,96.32
78978-DHK,Male,54,No,Dhaka,0,13,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,144.75,144.75,0.0,0.0,122.7,267.45,Joined,Not Applicable,Not Applicable,Likely to Churn,95.98
78220-KHU,Female,21,Yes,Khulna,14,10,No Deal,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,673.88,1833.38,0.0,0.0,564.75,2398.12,Joined,Not Applicable,Not Applicable,Likely to Churn,83.25
85428-BAR,Female,62,Yes,Barishal,11,18,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,150.75,298.5,0.0,0.0,532.5,831.0,Joined,Not Applicable,Not Applicable,Likely to Churn,94.55
52641-CTG,Female,44,Yes,Chattogram,7,29,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mobile Banking (bKash/Nagad),533.25,533.25,0.0,0.0,281.32,814.58,Joined,Not Applicable,Not Applicable,Likely to Churn,98.51
68556-DHK,Male,68,No,Dhaka,4,23,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,151.5,151.5,0.0,0.0,98.1,249.6,Joined,Not Applicable,Not Applicable,Likely to Churn,97.35
61025-DHK,Female,45,No,Dhaka,4,16,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,373.88,373.88,0.0,0.0,319.12,693.0,Joined,Not Applicable,Not Applicable,Likely to Churn,97.67
41500-KHU,Male,31,No,Khulna,1,31,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,148.88,387.0,0.0,0.0,412.05,799.05,Joined,Not Applicable,Not Applicable,Likely to Churn,93.74
27461-SYL,Male,22,Yes,Sylhet,7,6,Deal 5,Yes,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,334.12,334.12,0.0,0.0,172.8,506.93,Joined,Not Applicable,Not Applicable,Likely to Churn,97.14
77311-SYL,Male,47,Yes,Sylhet,9,19,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,151.88,151.88,0.0,0.0,303.45,455.32,Joined,Not Applicable,Not Applicable,Likely to Churn,97.27
29093-MYM,Male,57,Yes,Mymensingh,6,6,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mobile Banking (bKash/Nagad),153.38,153.38,0.0,0.0,87.07,240.45,Joined,Not Applicable,Not Applicable,Likely to Churn,95.2
83817-DHK,Male,48,No,Dhaka,8,18,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mobile Banking (bKash/Nagad),157.88,157.88,0.0,0.0,76.05,233.93,Joined,Not Applicable,Not Applicable,Likely to Churn,94.07
38452-DHK,Female,34,No,Dhaka,6,14,Deal 5,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,359.62,359.62,0.0,0.0,346.72,706.35,Joined,Not Applicable,Not Applicable,Likely to Churn,97.71
41196-DHK,Female,29,Yes,Dhaka,11,10,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,337.5,337.5,0.0,75.0,304.73,717.22,Joined,Not Applicable,Not Applicable,Likely to Churn,98.11
19898-BAR,Male,31,Yes,Barishal,3,30,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,145.88,145.88,0.0,0.0,218.62,364.5,Joined,Not Applicable,Not Applicable,Likely to Churn,96.56
88215-KHU,Female,19,No,Khulna,5,10,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,375.38,375.38,0.0,0.0,322.88,698.25,Joined,Not Applicable,Not Applicable,Likely to Churn,98.17
71197-BAR,Female,38,No,Barishal,0,33,Deal 5,Yes,No,Yes,Mobile Broadband,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,580.5,1546.12,0.0,0.0,999.45,2545.58,Joined,Not Applicable,Not Applicable,Likely to Churn,91.7
87704-RAN,Female,38,Yes,Rangpur,9,24,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,153.38,153.38,0.0,0.0,328.65,482.02,Joined,Not Applicable,Not Applicable,Likely to Churn,87.99
65531-DHK,Female,55,No,Dhaka,10,22,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,148.5,148.5,0.0,0.0,89.7,238.2,Joined,Not Applicable,Not Applicable,Likely to Churn,96.22
85917-KHU,Male,53,Yes,Khulna,7,15,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,146.25,146.25,0.0,0.0,247.65,393.9,Joined,Not Applicable,Not Applicable,Likely to Churn,94.15
16244-DHK,Female,19,Yes,Dhaka,5,7,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,146.62,146.62,0.0,0.0,38.25,184.88,Joined,Not Applicable,Not Applicable,Likely to Churn,95.79
44693-DHK,Female,53,No,Dhaka,11,27,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,One Year,No,Credit Card,152.25,239.25,0.0,0.0,531.3,770.55,Joined,Not Applicable,Not Applicable,Likely to Churn,75.08
51214-DHK,Male,28,No,Dhaka,12,22,No Deal,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,552.0,1743.75,0.0,75.0,615.15,2433.9,Joined,Not Applicable,Not Applicable,Likely to Churn,83.1
82718-KHU,Male,32,Yes,Khulna,12,7,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,155.25,155.25,0.0,0.0,343.95,499.2,Joined,Not Applicable,Not Applicable,Likely to Churn,96.78
67941-BAR,Female,46,No,Barishal,9,13,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,406.12,762.38,0.0,75.0,319.5,1156.88,Joined,Not Applicable,Not Applicable,Likely to Churn,86.45
82965-RAJ,Female,38,No,Rajshahi,8,20,No Deal,Yes,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,335.62,1110.38,0.0,75.0,785.02,1970.4,Joined,Not Applicable,Not Applicable,Likely to Churn,64.54
99862-CTG,Female,30,No,Chattogram,12,9,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,555.0,555.0,0.0,0.0,177.75,732.75,Joined,Not Applicable,Not Applicable,Likely to Churn,98.56
81098-RAN,Male,31,Yes,Rangpur,13,11,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,384.38,384.38,0.0,0.0,294.75,679.12,Joined,Not Applicable,Not Applicable,Likely to Churn,95.97
41235-CTG,Female,37,No,Chattogram,8,10,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,336.0,336.0,0.0,0.0,205.95,541.95,Joined,Not Applicable,Not Applicable,Likely to Churn,97.56
81235-CTG,Female,42,Yes,Chattogram,9,32,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,336.75,336.75,0.0,0.0,118.2,454.95,Joined,Not Applicable,Not Applicable,Likely to Churn,97.63
23148-SYL,Female,74,Yes,Sylhet,4,9,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,330.0,330.0,0.0,0.0,215.03,545.02,Joined,Not Applicable,Not Applicable,Likely to Churn,75.06
58044-KHU,Female,31,No,Khulna,5,13,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,152.62,313.88,0.0,0.0,81.3,395.17,Joined,Not Applicable,Not Applicable,Likely to Churn,95.89
75802-DHK,Female,61,No,Dhaka,4,3,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,150.38,150.38,0.0,0.0,101.33,251.7,Joined,Not Applicable,Not Applicable,Likely to Churn,96.96
58848-BAR,Male,58,Yes,Barishal,14,18,No Deal,Yes,No,Yes,Mobile Broadband,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,373.5,373.5,0.0,0.0,286.57,660.08,Joined,Not Applicable,Not Applicable,Likely to Churn,97.32
89154-RAN,Female,47,No,Rangpur,5,3,Deal 5,Yes,No,Yes,Mobile Broadband,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,369.0,777.75,0.0,0.0,439.2,1216.95,Joined,Not Applicable,Not Applicable,Likely to Churn,82.37
77678-CTG,Female,41,Yes,Chattogram,1,29,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,371.62,371.62,0.0,0.0,81.22,452.85,Joined,Not Applicable,Not Applicable,Likely to Churn,98.06
78021-DHK,Female,45,Yes,Dhaka,12,35,Deal 5,Yes,Yes,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,187.5,187.5,0.0,0.0,25.43,212.93,Joined,Not Applicable,Not Applicable,Likely to Churn,95.24
29371-CTG,Female,23,No,Chattogram,14,9,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,414.75,814.88,0.0,0.0,658.95,1473.82,Joined,Not Applicable,Not Applicable,Likely to Churn,91.37
88728-DHK,Female,42,No,Dhaka,12,9,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,One Year,No,Credit Card,159.0,390.38,0.0,0.0,271.12,661.5,Joined,Not Applicable,Not Applicable,Likely to Churn,54.76
28782-BAR,Male,58,Yes,Barishal,8,7,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mobile Banking (bKash/Nagad),337.12,337.12,0.0,0.0,102.23,439.35,Joined,Not Applicable,Not Applicable,Likely to Churn,98.16
49265-CTG,Female,18,Yes,Chattogram,4,4,Deal 5,Yes,No,Yes,Mobile Broadband,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,419.25,1181.62,0.0,0.0,748.8,1930.42,Joined,Not Applicable,Not Applicable,Likely to Churn,68.47
84770-DHK,Female,38,Yes,Dhaka,2,21,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mobile Banking (bKash/Nagad),151.12,151.12,0.0,0.0,206.93,358.05,Joined,Not Applicable,Not Applicable,Likely to Churn,96.24
75058-RAJ,Female,59,No,Rajshahi,6,14,No Deal,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,555.75,555.75,0.0,0.0,270.38,826.12,Joined,Not Applicable,Not Applicable,Likely to Churn,71.61
81169-RAJ,Female,62,Yes,Rajshahi,4,2,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,141.38,141.38,0.0,0.0,58.5,199.88,Joined,Not Applicable,Not Applicable,Likely to Churn,97.6
65580-DHK,Male,54,No,Dhaka,6,2,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,143.25,397.88,0.0,0.0,367.2,765.08,Joined,Not Applicable,Not Applicable,Likely to Churn,91.78
89804-DHK,Male,34,No,Dhaka,4,31,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,145.5,379.5,0.0,0.0,227.4,606.9,Joined,Not Applicable,Not Applicable,Likely to Churn,96.62
74978-DHK,Female,28,Yes,Dhaka,1,21,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,148.12,148.12,0.0,0.0,227.85,375.98,Joined,Not Applicable,Not Applicable,Likely to Churn,96.46
99996-BAR,Male,22,Yes,Barishal,2,8,Deal 5,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,401.62,401.62,0.0,0.0,120.45,522.08,Joined,Not Applicable,Not Applicable,Likely to Churn,97.91
21065-BAR,Male,27,No,Barishal,5,10,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,152.25,152.25,0.0,0.0,81.3,233.55,Joined,Not Applicable,Not Applicable,Likely to Churn,96.05
31412-BAR,Female,81,Yes,Barishal,14,29,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,144.0,279.0,0.0,0.0,105.45,384.45,Joined,Not Applicable,Not Applicable,Likely to Churn,87.86
54997-DHK,Female,55,No,Dhaka,7,23,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,330.0,330.0,0.0,0.0,196.12,526.12,Joined,Not Applicable,Not Applicable,Likely to Churn,97.03
56728-RAN,Male,40,No,Rangpur,0,1,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,342.0,342.0,0.0,0.0,280.8,622.8,Joined,Not Applicable,Not Applicable,Likely to Churn,97.89
